NumNodes = 23;
NumAgents = 6;
Pi = 1609.000000;
wu = [0.000000 0.327586 0.327586 0.120690 0.137931 0.086207];
CmaxUB = 10000;
dailyRewardFactor = 1;
userParam = "";
Arcs = {
//fromnode,tonode,cost,pLB,pUB,agent;
<    1,     2,     0,     0,     0,     1>,
<    2,     3,   123,     8,    11,     2>,
<    2,     4,    85,     1,    11,     4>,
<    2,     5,    76,    10,    21,     5>,
<    3,     6,    69,    10,    19,     4>,
<    3,     7,   169,     7,     7,     2>,
<    2,     8,   179,     6,    10,     6>,
<    3,     9,    25,     9,    11,     2>,
<    3,    10,    75,     1,    20,     5>,
<   11,    12,    18,     4,    17,     2>,
<    3,    13,   111,     9,    20,     5>,
<   14,    15,    52,    10,    14,     4>,
<   16,    15,   182,     8,    26,     4>,
<   17,    15,    80,     8,    20,     5>,
<   18,    15,    81,     6,    16,     5>,
<   19,    15,   183,     1,     6,     4>,
<   20,    15,    20,     1,    16,     6>,
<   21,    15,   155,     9,    28,     2>,
<   22,    15,    38,     1,     4,     5>,
<    5,    15,    87,     9,    11,     5>,
<    7,    15,   103,     6,    24,     4>,
<   15,    23,     0,     0,     0,     1>,
<    3,     5,     0,     0,     0,     1>,
<    4,    14,     0,     0,     0,     1>,
<    4,    16,     0,     0,     0,     1>,
<    4,    17,     0,     0,     0,     1>,
<    4,    18,     0,     0,     0,     1>,
<    4,    19,     0,     0,     0,     1>,
<    4,    20,     0,     0,     0,     1>,
<    4,    22,     0,     0,     0,     1>,
<    5,    14,     0,     0,     0,     1>,
<    5,    16,     0,     0,     0,     1>,
<    5,    18,     0,     0,     0,     1>,
<    5,    19,     0,     0,     0,     1>,
<    5,    20,     0,     0,     0,     1>,
<    6,    11,     0,     0,     0,     1>,
<    6,    19,     0,     0,     0,     1>,
<    6,    21,     0,     0,     0,     1>,
<    6,    22,     0,     0,     0,     1>,
<    7,    14,     0,     0,     0,     1>,
<    7,    17,     0,     0,     0,     1>,
<    7,    18,     0,     0,     0,     1>,
<    7,    19,     0,     0,     0,     1>,
<    8,    14,     0,     0,     0,     1>,
<    8,    16,     0,     0,     0,     1>,
<    8,    17,     0,     0,     0,     1>,
<    8,    18,     0,     0,     0,     1>,
<    8,    21,     0,     0,     0,     1>,
<    9,    11,     0,     0,     0,     1>,
<    9,    17,     0,     0,     0,     1>,
<    9,    20,     0,     0,     0,     1>,
<   10,    14,     0,     0,     0,     1>,
<   10,    17,     0,     0,     0,     1>,
<   10,    18,     0,     0,     0,     1>,
<   12,    14,     0,     0,     0,     1>,
<   12,    16,     0,     0,     0,     1>,
