NumNodes = 77;
NumAgents = 6;
Pi = 5968.000000;
wu = [0.000000 0.358974 0.076923 0.076923 0.358974 0.128206];
CmaxUB = 10000;
dailyRewardFactor = 1;
userParam = "";
Arcs = {
//fromnode,tonode,cost,pLB,pUB,agent;
<    1,     2,     0,     0,     0,     1>,
<    2,     3,   116,     3,    16,     2>,
<    2,     4,   193,     9,    14,     6>,
<    2,     5,    74,     6,     7,     6>,
<    2,     6,   136,     8,    15,     2>,
<    2,     7,   119,     7,     9,     5>,
<    2,     8,   190,    10,    25,     5>,
<    2,     9,    68,    10,    11,     3>,
<    2,    10,   154,     5,    20,     5>,
<    2,    11,    91,    10,    28,     6>,
<    2,    12,   103,     5,    17,     3>,
<    2,    13,   162,     5,    19,     2>,
<    7,    14,    97,     6,    16,     6>,
<    2,    15,   198,     7,    25,     6>,
<    8,    16,    19,     4,     5,     5>,
<    2,    17,    69,     6,    11,     4>,
<    2,    18,   161,     8,    11,     2>,
<   12,    19,   127,     2,     5,     5>,
<    2,    20,   112,     7,    12,     5>,
<    2,    21,    45,     3,    21,     6>,
<   22,    23,   177,     7,    22,     6>,
<   11,    24,    13,     7,    24,     4>,
<   25,    26,   135,     7,    26,     2>,
<   27,    28,   171,     9,    28,     6>,
<   29,    30,    28,     9,    21,     6>,
<    2,    31,   106,    10,    24,     4>,
<   32,    33,   171,     9,    13,     5>,
<   34,    35,    49,     5,    16,     2>,
<   36,    37,    87,    10,    16,     4>,
<   10,    38,    58,     4,    13,     2>,
<   39,    40,    89,    10,    12,     4>,
<   41,    42,    20,     4,    20,     6>,
<    5,    43,    54,     9,    27,     4>,
<   44,    45,    90,     4,    19,     3>,
<   46,    47,    76,     5,    17,     6>,
<   48,    49,    96,     4,    14,     3>,
<   50,    51,   173,    10,    11,     3>,
<   52,    53,    14,     7,    19,     2>,
<   19,    54,    18,     6,    14,     6>,
<   55,    56,    67,     8,    10,     6>,
<   57,    58,   164,     8,    17,     3>,
<    2,    58,   196,     1,    18,     4>,
<   58,    59,   125,     8,    14,     6>,
<   56,    59,   100,     6,    14,     4>,
<   60,    59,   123,     2,    20,     5>,
<   61,    59,   162,     1,    18,     4>,
<   62,    59,    73,     6,    24,     6>,
<   63,    59,   178,     9,    24,     6>,
<   64,    59,    23,     4,     8,     6>,
<   65,    59,   147,     1,     6,     2>,
<   66,    59,   145,     4,    23,     4>,
<   67,    59,   149,    10,    11,     2>,
<   68,    59,    78,     2,     2,     6>,
<   69,    59,   107,     2,     2,     2>,
<   70,    59,   164,     6,    12,     3>,
<   71,    59,    80,     7,     8,     5>,
<   72,    59,   158,     3,    11,     4>,
<   73,    59,   137,    10,    17,     5>,
<   74,    59,    82,     2,    13,     5>,
<   75,    59,    95,     7,    14,     3>,
<   76,    59,   110,     7,    18,     4>,
<   59,    77,     0,     0,     0,     1>,
<    3,    12,     0,     0,     0,     1>,
<    3,    22,     0,     0,     0,     1>,
<    3,    29,     0,     0,     0,     1>,
<    3,    32,     0,     0,     0,     1>,
<    3,    41,     0,     0,     0,     1>,
<    3,    46,     0,     0,     0,     1>,
<    3,    48,     0,     0,     0,     1>,
<    3,    50,     0,     0,     0,     1>,
<    3,    72,     0,     0,     0,     1>,
<    3,    74,     0,     0,     0,     1>,
<    3,    75,     0,     0,     0,     1>,
<    3,    76,     0,     0,     0,     1>,
<    4,    22,     0,     0,     0,     1>,
<    4,    25,     0,     0,     0,     1>,
<    4,    27,     0,     0,     0,     1>,
<    4,    29,     0,     0,     0,     1>,
<    4,    34,     0,     0,     0,     1>,
<    4,    41,     0,     0,     0,     1>,
<    4,    46,     0,     0,     0,     1>,
<    4,    69,     0,     0,     0,     1>,
<    4,    72,     0,     0,     0,     1>,
<    4,    74,     0,     0,     0,     1>,
<    4,    76,     0,     0,     0,     1>,
<    5,    34,     0,     0,     0,     1>,
<    5,    36,     0,     0,     0,     1>,
<    5,    44,     0,     0,     0,     1>,
<    5,    46,     0,     0,     0,     1>,
<    5,    48,     0,     0,     0,     1>,
<    5,    50,     0,     0,     0,     1>,
<    5,    52,     0,     0,     0,     1>,
<    5,    55,     0,     0,     0,     1>,
<    5,    69,     0,     0,     0,     1>,
<    5,    70,     0,     0,     0,     1>,
<    5,    72,     0,     0,     0,     1>,
<    5,    73,     0,     0,     0,     1>,
<    5,    74,     0,     0,     0,     1>,
<    6,    25,     0,     0,     0,     1>,
<    6,    27,     0,     0,     0,     1>,
<    6,    34,     0,     0,     0,     1>,
<    6,    36,     0,     0,     0,     1>,
<    6,    46,     0,     0,     0,     1>,
<    6,    55,     0,     0,     0,     1>,
<    6,    69,     0,     0,     0,     1>,
<    6,    70,     0,     0,     0,     1>,
<    6,    72,     0,     0,     0,     1>,
<    6,    74,     0,     0,     0,     1>,
<    6,    75,     0,     0,     0,     1>,
<    7,    29,     0,     0,     0,     1>,
<    7,    32,     0,     0,     0,     1>,
<    7,    48,     0,     0,     0,     1>,
<    7,    50,     0,     0,     0,     1>,
<    7,    52,     0,     0,     0,     1>,
<    7,    71,     0,     0,     0,     1>,
<    7,    72,     0,     0,     0,     1>,
<    7,    73,     0,     0,     0,     1>,
<    8,    22,     0,     0,     0,     1>,
<    8,    29,     0,     0,     0,     1>,
<    8,    39,     0,     0,     0,     1>,
<    8,    48,     0,     0,     0,     1>,
<    8,    72,     0,     0,     0,     1>,
<    8,    73,     0,     0,     0,     1>,
<    9,    27,     0,     0,     0,     1>,
<    9,    29,     0,     0,     0,     1>,
<    9,    34,     0,     0,     0,     1>,
<    9,    36,     0,     0,     0,     1>,
<    9,    41,     0,     0,     0,     1>,
<    9,    44,     0,     0,     0,     1>,
<    9,    46,     0,     0,     0,     1>,
<    9,    69,     0,     0,     0,     1>,
<    9,    70,     0,     0,     0,     1>,
<    9,    72,     0,     0,     0,     1>,
<    9,    76,     0,     0,     0,     1>,
<   10,    29,     0,     0,     0,     1>,
