NumNodes = 75;
NumAgents = 6;
Pi = 4901.000000;
wu = [0.000000 0.313726 0.294118 0.098039 0.078431 0.215686];
CmaxUB = 10000;
dailyRewardFactor = 1;
userParam = "";
Arcs = {
//fromnode,tonode,cost,pLB,pUB,agent;
<    1,     2,     0,     0,     0,     1>,
<    2,     3,    56,     9,    25,     5>,
<    2,     4,   116,     7,    13,     2>,
<    2,     5,   132,     1,    18,     5>,
<    2,     6,   121,     8,    14,     2>,
<    2,     7,   173,    10,    27,     3>,
<    2,     8,   105,     5,    22,     2>,
<    2,     9,    42,     2,    13,     4>,
<    2,    10,    71,     4,    13,     4>,
<    3,    11,   104,     9,    10,     5>,
<    2,    12,    52,     2,    18,     5>,
<    2,    13,   186,     3,     5,     5>,
<   14,    15,   170,     3,    20,     5>,
<    2,    16,   125,     4,    16,     4>,
<   17,    18,    98,     9,    26,     2>,
<    2,    19,    77,     3,    19,     4>,
<   16,    20,   192,     2,     7,     2>,
<    2,    21,    69,     3,     4,     3>,
<    2,    22,   100,    10,    13,     5>,
<    2,    23,   195,     7,    16,     2>,
<   11,    24,   127,     7,    16,     6>,
<    2,    25,   160,     4,     9,     2>,
<   26,    27,   173,     8,    27,     6>,
<    2,    28,    41,     1,    13,     2>,
<    2,    29,    14,     7,    23,     5>,
<   10,    30,   155,     5,    20,     6>,
<    2,    31,   182,     3,    16,     2>,
<   22,    32,   194,     1,     3,     3>,
<   33,    34,    13,     2,     6,     6>,
<   35,    36,    35,     6,    20,     5>,
<   37,    38,    42,     5,    19,     4>,
<   39,    40,    79,     9,    21,     3>,
<   41,    42,   111,     7,    24,     4>,
<   43,    44,    17,     3,    12,     3>,
<   45,    46,   109,     1,    13,     2>,
<   47,    48,    83,     5,     8,     6>,
<   49,    50,    91,     6,    13,     4>,
<   51,    52,    85,     9,    12,     5>,
<   53,    54,    53,     7,    18,     4>,
<    5,    55,   184,     3,    18,     3>,
<   56,    57,    32,     3,    10,     6>,
<   57,    58,    20,     5,    13,     5>,
<   59,    60,   107,    10,    25,     6>,
<   48,    61,    15,     7,    25,     3>,
<   62,    63,   118,    10,    13,     2>,
<   64,    58,    27,     5,     7,     4>,
<   58,    65,   124,     7,    21,     5>,
<   60,    65,   141,     6,    17,     5>,
<   61,    65,    16,     2,     3,     5>,
