NumNodes = 78;
NumAgents = 6;
Pi = 5208.000000;
wu = [0.000000 0.220000 0.080000 0.140000 0.240000 0.320000];
CmaxUB = 10000;
dailyRewardFactor = 1;
userParam = "";
Arcs = {
//fromnode,tonode,cost,pLB,pUB,agent;
<    1,     2,     0,     0,     0,     1>,
<    2,     3,    68,    10,    19,     5>,
<    2,     4,   115,    10,    26,     2>,
<    2,     5,    44,     9,    27,     5>,
<    2,     6,   125,    10,    29,     4>,
<    2,     7,   195,    10,    28,     4>,
<    2,     8,    27,     4,     5,     4>,
<    2,     9,   114,     8,    14,     6>,
<    2,    10,   170,     7,    10,     6>,
<    2,    11,    71,     6,    23,     3>,
<    2,    12,    45,    10,    25,     6>,
<    2,    13,   120,     3,     7,     4>,
<    2,    14,   148,     9,    10,     3>,
<    2,    15,   108,     6,     6,     3>,
<    2,    16,    34,     7,     8,     4>,
<    4,    17,   106,     1,     3,     6>,
<    6,    18,    39,     7,     9,     5>,
<   19,    20,    17,    10,    18,     5>,
<   13,    21,    48,     4,    19,     3>,
<    3,    22,   182,     9,    13,     5>,
<    5,    23,    70,     4,    20,     6>,
<    6,    24,    78,     3,    20,     2>,
<   25,    26,   174,     7,    14,     6>,
<   17,    27,    96,     8,    21,     5>,
<   28,    29,    82,     8,    12,     5>,
<   30,    31,    34,     9,    13,     4>,
<   32,    33,    29,     6,    25,     6>,
<   34,    35,   140,     3,     4,     4>,
<   36,    37,    94,     5,    23,     5>,
<   38,    39,    41,     4,     7,     5>,
<   40,    41,   162,     7,    15,     4>,
<    8,    42,   181,     7,    24,     6>,
<   43,    44,    86,    10,    29,     3>,
<   45,    46,    89,     3,    20,     5>,
<   47,    48,    48,     9,    10,     3>,
<   49,    50,    83,     2,    13,     3>,
<   33,    51,   184,     2,     6,     2>,
<   52,    53,    82,     5,     8,     4>,
<   54,    55,   170,     2,    17,     3>,
<   56,    57,    90,     3,    15,     5>,
<   58,    59,    88,     9,    18,     4>,
<   46,    60,   123,     8,     9,     5>,
<   22,    60,    41,     5,    20,     6>,
<   61,    62,    95,     6,    21,     3>,
<   63,    64,   131,     8,    24,     4>,
<   59,    64,   111,     9,    26,     6>,
<   60,    64,   111,     9,    28,     5>,
<   62,    64,    80,     4,     4,     6>,
<   65,    64,   197,     6,    18,     4>,
<   66,    64,   114,     8,    21,     3>,
<   67,    64,   121,     5,     6,     6>,
<   68,    64,    78,     9,    18,     3>,
<   69,    64,    90,     2,    10,     5>,
<   70,    64,    22,     5,    12,     2>,
<   71,    64,   170,     6,    24,     5>,
<   72,    64,   122,     1,     5,     4>,
<   73,    64,   196,     4,     8,     5>,
<   74,    64,   163,     7,    21,     3>,
<   75,    64,   111,     5,    18,     2>,
<   76,    64,    68,     7,    12,     4>,
<   77,    64,   131,     5,    23,     6>,
<   64,    78,     0,     0,     0,     1>,
<    3,    28,     0,     0,     0,     1>,
<    3,    30,     0,     0,     0,     1>,
<    3,    32,     0,     0,     0,     1>,
<    3,    34,     0,     0,     0,     1>,
<    3,    43,     0,     0,     0,     1>,
<    3,    45,     0,     0,     0,     1>,
<    3,    47,     0,     0,     0,     1>,
<    3,    49,     0,     0,     0,     1>,
<    3,    52,     0,     0,     0,     1>,
<    3,    54,     0,     0,     0,     1>,
<    3,    72,     0,     0,     0,     1>,
<    3,    77,     0,     0,     0,     1>,
<    4,    19,     0,     0,     0,     1>,
<    4,    25,     0,     0,     0,     1>,
<    4,    34,     0,     0,     0,     1>,
<    4,    36,     0,     0,     0,     1>,
<    4,    40,     0,     0,     0,     1>,
<    4,    47,     0,     0,     0,     1>,
<    4,    54,     0,     0,     0,     1>,
<    4,    56,     0,     0,     0,     1>,
<    4,    58,     0,     0,     0,     1>,
<    4,    46,     0,     0,     0,     1>,
<    4,    61,     0,     0,     0,     1>,
<    5,    19,     0,     0,     0,     1>,
<    5,    28,     0,     0,     0,     1>,
<    5,    34,     0,     0,     0,     1>,
<    5,    38,     0,     0,     0,     1>,
<    5,    47,     0,     0,     0,     1>,
<    5,    49,     0,     0,     0,     1>,
<    5,    56,     0,     0,     0,     1>,
<    5,    58,     0,     0,     0,     1>,
<    5,    46,     0,     0,     0,     1>,
<    5,    22,     0,     0,     0,     1>,
<    5,    61,     0,     0,     0,     1>,
<    6,    17,     0,     0,     0,     1>,
<    6,    30,     0,     0,     0,     1>,
<    6,    36,     0,     0,     0,     1>,
<    6,    38,     0,     0,     0,     1>,
<    6,    56,     0,     0,     0,     1>,
<    6,    22,     0,     0,     0,     1>,
<    6,    61,     0,     0,     0,     1>,
<    6,    77,     0,     0,     0,     1>,
<    7,    30,     0,     0,     0,     1>,
<    7,    32,     0,     0,     0,     1>,
<    7,    34,     0,     0,     0,     1>,
<    7,    36,     0,     0,     0,     1>,
<    7,    38,     0,     0,     0,     1>,
<    7,    49,     0,     0,     0,     1>,
<    7,    58,     0,     0,     0,     1>,
<    7,    46,     0,     0,     0,     1>,
<    7,    75,     0,     0,     0,     1>,
