NumNodes = 77;
NumAgents = 6;
Pi = 4616.000000;
wu = [0.000000 0.312500 0.270833 0.062500 0.020833 0.333334];
CmaxUB = 10000;
dailyRewardFactor = 1;
userParam = "";
Arcs = {
//fromnode,tonode,cost,pLB,pUB,agent;
<    1,     2,     0,     0,     0,     1>,
<    2,     3,   167,     3,     7,     2>,
<    2,     4,    32,     2,    17,     5>,
<    2,     5,   111,     7,    19,     4>,
<    2,     6,    50,     2,    15,     3>,
<    2,     7,    81,     9,    23,     5>,
<    2,     8,   149,    10,    11,     2>,
<    2,     9,    19,     9,    18,     2>,
<    2,    10,    91,     1,    16,     5>,
<    2,    11,   196,     9,    15,     4>,
<    2,    12,    16,     4,     9,     3>,
<    2,    13,    30,     6,    10,     3>,
<    2,    14,   196,     7,    24,     2>,
<    3,    15,   155,     1,    10,     5>,
<    2,    16,   196,     5,    15,     4>,
<    2,    17,   109,     1,    19,     6>,
<    4,    18,    89,     4,     4,     3>,
<    2,    19,    48,    10,    21,     4>,
<    2,    20,   128,     4,     4,     4>,
<    2,    21,    21,     7,    11,     2>,
<   22,    23,    52,     1,    17,     6>,
<    2,    24,    70,     1,    18,     3>,
<    2,    25,    11,    10,    18,     6>,
<    2,    26,    23,     8,    24,     2>,
<   27,    28,   112,     8,    24,     5>,
<   29,    30,    98,     3,    11,     6>,
<    3,    31,   185,     1,    10,     5>,
<   17,    32,   119,     1,    11,     6>,
<   33,    34,    22,     1,     7,     6>,
<   35,    36,    37,     9,    16,     2>,
<    9,    37,    12,     9,    23,     6>,
<   38,    39,    99,     7,    21,     5>,
<   19,    40,   143,     2,    20,     5>,
<   41,    42,   147,     8,    16,     4>,
<   30,    43,   160,     8,    21,     3>,
<   44,    45,    43,     7,     7,     5>,
<   46,    47,   198,     9,    20,     2>,
<   48,    49,    32,     9,    12,     4>,
<   50,    51,   115,     1,     7,     3>,
<   52,    53,    89,     5,    23,     2>,
<   54,    55,    67,    10,    19,     2>,
<   56,    57,    30,     1,    19,     4>,
<   58,    59,    62,     2,    18,     4>,
<   57,    59,    43,     2,     2,     2>,
<   60,    61,   175,     4,    21,     4>,
<   62,    61,    79,     7,    19,     4>,
<   63,    64,   144,    10,    13,     5>,
<   65,    66,    24,     5,     7,     5>,
<   67,    68,    71,     7,     9,     5>,
<   61,    69,   124,     6,    22,     6>,
<   59,    69,    18,     3,    22,     2>,
<   68,    69,   160,     4,     5,     5>,
<   64,    69,   136,     3,     4,     6>,
<   70,    69,    91,     9,    14,     5>,
<   71,    69,   115,     6,    10,     5>,
<   72,    69,    40,     8,    23,     4>,
<   73,    69,    75,     9,    21,     5>,
<   66,    69,    45,    10,    14,     2>,
<   74,    69,   125,     3,    21,     2>,
<   75,    69,    69,     4,    17,     6>,
<   76,    69,   141,     6,    20,     2>,
<   69,    77,     0,     0,     0,     1>,
<    3,    22,     0,     0,     0,     1>,
<    3,    30,     0,     0,     0,     1>,
<    3,    46,     0,     0,     0,     1>,
<    3,    50,     0,     0,     0,     1>,
<    3,    56,     0,     0,     0,     1>,
<    3,    63,     0,     0,     0,     1>,
<    3,    75,     0,     0,     0,     1>,
<    4,    33,     0,     0,     0,     1>,
<    4,    35,     0,     0,     0,     1>,
<    4,    46,     0,     0,     0,     1>,
<    4,    50,     0,     0,     0,     1>,
<    4,    52,     0,     0,     0,     1>,
<    4,    56,     0,     0,     0,     1>,
<    4,    63,     0,     0,     0,     1>,
<    4,    66,     0,     0,     0,     1>,
<    5,    22,     0,     0,     0,     1>,
<    5,    27,     0,     0,     0,     1>,
<    5,    29,     0,     0,     0,     1>,
<    5,    38,     0,     0,     0,     1>,
<    5,    19,     0,     0,     0,     1>,
<    5,    56,     0,     0,     0,     1>,
<    5,    75,     0,     0,     0,     1>,
<    6,    33,     0,     0,     0,     1>,
<    6,    35,     0,     0,     0,     1>,
<    6,    38,     0,     0,     0,     1>,
<    6,    41,     0,     0,     0,     1>,
<    6,    30,     0,     0,     0,     1>,
<    6,    50,     0,     0,     0,     1>,
<    6,    56,     0,     0,     0,     1>,
<    6,    58,     0,     0,     0,     1>,
<    6,    60,     0,     0,     0,     1>,
<    6,    62,     0,     0,     0,     1>,
<    6,    63,     0,     0,     0,     1>,
<    6,    67,     0,     0,     0,     1>,
<    6,    66,     0,     0,     0,     1>,
<    6,    75,     0,     0,     0,     1>,
<    7,    33,     0,     0,     0,     1>,
<    7,    35,     0,     0,     0,     1>,
<    7,    38,     0,     0,     0,     1>,
<    7,    41,     0,     0,     0,     1>,
<    7,    44,     0,     0,     0,     1>,
<    7,    50,     0,     0,     0,     1>,
<    7,    52,     0,     0,     0,     1>,
<    7,    58,     0,     0,     0,     1>,
<    7,    60,     0,     0,     0,     1>,
<    7,    62,     0,     0,     0,     1>,
<    7,    63,     0,     0,     0,     1>,
<    7,    65,     0,     0,     0,     1>,
<    7,    75,     0,     0,     0,     1>,
<    8,    27,     0,     0,     0,     1>,
<    8,    29,     0,     0,     0,     1>,
<    8,    33,     0,     0,     0,     1>,
<    8,    41,     0,     0,     0,     1>,
<    8,    46,     0,     0,     0,     1>,
<    8,    63,     0,     0,     0,     1>,
<    8,    65,     0,     0,     0,     1>,
<    8,    67,     0,     0,     0,     1>,
<    8,    75,     0,     0,     0,     1>,
<    9,    22,     0,     0,     0,     1>,
<    9,    30,     0,     0,     0,     1>,
<    9,    50,     0,     0,     0,     1>,
<    9,    52,     0,     0,     0,     1>,
<    9,    56,     0,     0,     0,     1>,
<    9,    60,     0,     0,     0,     1>,
<    9,    65,     0,     0,     0,     1>,
<    9,    75,     0,     0,     0,     1>,
<   10,    33,     0,     0,     0,     1>,
<   10,    38,     0,     0,     0,     1>,
<   10,    41,     0,     0,     0,     1>,
<   10,    30,     0,     0,     0,     1>,
<   10,    44,     0,     0,     0,     1>,
<   10,    58,     0,     0,     0,     1>,
<   10,    63,     0,     0,     0,     1>,
<   10,    65,     0,     0,     0,     1>,
<   10,    75,     0,     0,     0,     1>,
<   10,    76,     0,     0,     0,     1>,
<   11,    22,     0,     0,     0,     1>,
<   11,    50,     0,     0,     0,     1>,
<   11,    56,     0,     0,     0,     1>,
<   11,    63,     0,     0,     0,     1>,
<   11,    66,     0,     0,     0,     1>,
<   11,    75,     0,     0,     0,     1>,
<   12,    27,     0,     0,     0,     1>,
<   12,    33,     0,     0,     0,     1>,
<   12,    30,     0,     0,     0,     1>,
<   12,    46,     0,     0,     0,     1>,
<   12,    63,     0,     0,     0,     1>,
<   12,    75,     0,     0,     0,     1>,
<   13,    38,     0,     0,     0,     1>,
<   13,    30,     0,     0,     0,     1>,
<   13,    44,     0,     0,     0,     1>,
<   13,    46,     0,     0,     0,     1>,
<   13,    54,     0,     0,     0,     1>,
<   13,    56,     0,     0,     0,     1>,
<   13,    60,     0,     0,     0,     1>,
<   13,    62,     0,     0,     0,     1>,
<   13,    72,     0,     0,     0,     1>,
<   13,    66,     0,     0,     0,     1>,
<   14,    22,     0,     0,     0,     1>,
<   14,    38,     0,     0,     0,     1>,
<   14,    57,     0,     0,     0,     1>,
<   14,    67,     0,     0,     0,     1>,
<   14,    66,     0,     0,     0,     1>,
