NumNodes = 77;
NumAgents = 6;
Pi = 5411.000000;
wu = [0.000000 0.163265 0.122449 0.367347 0.142857 0.204082];
CmaxUB = 10000;
dailyRewardFactor = 1;
userParam = "";
Arcs = {
//fromnode,tonode,cost,pLB,pUB,agent;
<    1,     2,     0,     0,     0,     1>,
<    2,     3,   148,     4,     8,     3>,
<    2,     4,    59,    10,    25,     5>,
<    2,     5,    40,     4,    15,     6>,
<    2,     6,    81,     4,    23,     6>,
<    2,     7,   117,    10,    22,     2>,
<    3,     8,    28,     2,    20,     3>,
<    2,     9,    25,     6,    25,     5>,
<    2,    10,    93,     9,    22,     4>,
<    2,    11,    26,     6,    11,     2>,
<    2,    12,    41,     5,    17,     6>,
<    2,    13,    92,     2,    15,     4>,
<    2,    14,   156,     8,    23,     4>,
<    2,    15,   110,     3,    11,     2>,
<    2,    16,   180,     5,    17,     3>,
<    2,    17,    82,     7,    25,     2>,
<   18,    19,    94,     8,    25,     5>,
<    2,    20,    24,     9,    21,     3>,
<    9,    21,   106,     9,    25,     5>,
<    4,    22,    31,     1,     2,     5>,
<    2,    23,   158,     7,    20,     6>,
<   24,    25,    58,    10,    23,     4>,
<   26,    27,   124,     3,    15,     3>,
<    5,    28,   187,     6,    17,     3>,
<   29,    30,   193,     1,    15,     5>,
<   31,    32,    93,     3,    21,     3>,
<   33,    34,   118,     7,    15,     2>,
<    2,    35,   144,    10,    24,     2>,
<   36,    37,    66,     6,    16,     5>,
<   38,    39,    85,     7,    17,     4>,
<   40,    41,    58,     6,    20,     5>,
<   42,    43,    89,     5,    23,     2>,
<   44,    45,   142,     7,     9,     3>,
<   35,    46,    14,     8,    16,     2>,
<   47,    48,    27,     4,    12,     4>,
<   49,    50,   138,     7,    23,     6>,
<   51,    50,   155,     4,    17,     2>,
<   52,    53,   176,     9,    26,     6>,
<   54,    55,    61,     1,    15,     6>,
<   55,    56,   146,     6,    20,     6>,
<   57,    56,    97,     7,    13,     5>,
<   58,    56,    14,     7,    25,     2>,
<   59,    56,   102,     6,    25,     2>,
<   60,    56,   150,     1,    12,     5>,
<   61,    56,    50,    10,    27,     4>,
<   62,    63,    80,     7,     9,     4>,
<   64,    65,    82,    10,    23,     2>,
<   56,    66,   184,     9,    16,     4>,
<   63,    66,    30,     8,    19,     5>,
<   67,    66,    99,     2,     3,     3>,
<   68,    66,   148,     2,     5,     3>,
<   69,    66,   173,     5,    23,     4>,
<   70,    66,    73,     4,     8,     4>,
<   71,    66,   109,     9,    27,     4>,
<   65,    66,   148,     9,    23,     2>,
<   72,    66,    76,     8,    14,     2>,
<   73,    66,   177,     7,    14,     4>,
<   74,    66,   170,     1,     7,     5>,
<   53,    66,    19,     6,    20,     4>,
<   75,    66,    68,     3,     4,     2>,
<   76,    66,   111,     2,    14,     2>,
<   66,    77,     0,     0,     0,     1>,
<    3,    29,     0,     0,     0,     1>,
<    3,    31,     0,     0,     0,     1>,
<    3,    44,     0,     0,     0,     1>,
<    3,    35,     0,     0,     0,     1>,
<    3,    51,     0,     0,     0,     1>,
<    3,    52,     0,     0,     0,     1>,
<    3,    60,     0,     0,     0,     1>,
<    3,    62,     0,     0,     0,     1>,
<    3,    74,     0,     0,     0,     1>,
<    4,    24,     0,     0,     0,     1>,
<    4,    26,     0,     0,     0,     1>,
<    4,    40,     0,     0,     0,     1>,
<    4,    42,     0,     0,     0,     1>,
<    4,    35,     0,     0,     0,     1>,
<    4,    51,     0,     0,     0,     1>,
<    4,    59,     0,     0,     0,     1>,
<    4,    72,     0,     0,     0,     1>,
<    4,    53,     0,     0,     0,     1>,
<    5,    18,     0,     0,     0,     1>,
<    5,    31,     0,     0,     0,     1>,
<    5,    38,     0,     0,     0,     1>,
<    5,    42,     0,     0,     0,     1>,
<    5,    47,     0,     0,     0,     1>,
<    5,    54,     0,     0,     0,     1>,
<    5,    61,     0,     0,     0,     1>,
<    5,    72,     0,     0,     0,     1>,
<    5,    74,     0,     0,     0,     1>,
<    6,    18,     0,     0,     0,     1>,
<    6,    33,     0,     0,     0,     1>,
<    6,    36,     0,     0,     0,     1>,
<    6,    42,     0,     0,     0,     1>,
<    6,    44,     0,     0,     0,     1>,
<    6,    47,     0,     0,     0,     1>,
<    6,    61,     0,     0,     0,     1>,
