NumNodes = 141;
NumAgents = 6;
Pi = 10023.000000;
wu = [0.000000 0.127273 0.127273 0.309091 0.327273 0.109090];
CmaxUB = 10000;
dailyRewardFactor = 1;
userParam = "";
Arcs = {
//fromnode,tonode,cost,pLB,pUB,agent;
<    1,     2,     0,     0,     0,     1>,
<    2,     3,    24,     8,    16,     3>,
<    2,     4,    60,     6,    10,     4>,
<    2,     5,   120,     5,    11,     4>,
<    2,     6,   187,    10,    18,     3>,
<    2,     7,    64,    10,    17,     3>,
<    2,     8,    53,     2,     6,     3>,
<    2,     9,   197,     1,    17,     3>,
<    2,    10,   133,    10,    22,     6>,
<    2,    11,    13,     2,     4,     3>,
<    2,    12,   148,     4,    21,     4>,
<    2,    13,   124,     2,     6,     6>,
<    2,    14,    42,    10,    11,     4>,
<    2,    15,   145,     5,    13,     5>,
<    2,    16,   185,     5,    24,     2>,
<    2,    17,    51,     8,    11,     2>,
<    2,    18,    52,     3,    15,     6>,
<   19,    20,    94,     3,    16,     6>,
<    2,    21,   185,     5,     9,     5>,
<    3,    22,   137,     2,    15,     6>,
<    2,    23,   164,     2,    13,     2>,
<    2,    24,   118,     7,    24,     4>,
<    2,    25,    45,     3,    19,     3>,
<    2,    26,   159,    10,    21,     4>,
<    4,    27,   168,     2,    12,     5>,
<   28,    29,    42,     4,    14,     6>,
<    2,    30,    78,     5,     7,     4>,
<    2,    31,   156,     4,     8,     2>,
<    2,    32,    14,     5,    22,     3>,
<   33,    34,    20,     9,    16,     2>,
<    4,    35,   112,    10,    10,     4>,
<    8,    36,    39,     8,     9,     5>,
<   37,    38,   170,     2,    15,     3>,
<   19,    39,   115,     7,    16,     3>,
<   40,    41,    71,     4,    14,     3>,
<   42,    43,   162,     2,    15,     2>,
<   44,    45,   110,     8,    13,     3>,
<    9,    46,    74,     6,    15,     3>,
<   47,    48,   172,     1,    11,     3>,
<   49,    50,   124,     8,    27,     2>,
<   51,    52,    10,     7,    26,     3>,
<   53,    54,   170,    10,    24,     4>,
<   55,    56,   145,     4,     8,     6>,
<   57,    58,   182,    10,    19,     5>,
<   59,    60,   125,     2,     9,     5>,
<   61,    62,   196,     5,    10,     2>,
<    4,    63,    49,     2,     8,     4>,
<   64,    65,   114,     1,    17,     5>,
<   66,    67,    34,     2,    17,     6>,
<   68,    69,    98,     3,     5,     4>,
<   70,    71,   127,     9,    20,     3>,
<   72,    73,   162,     4,     5,     6>,
<    4,    74,   156,     7,    19,     4>,
<   75,    76,    26,     2,     2,     3>,
<   77,    78,    51,     2,    17,     5>,
<   79,    80,    88,     6,    22,     5>,
<   81,    82,   112,     6,    22,     3>,
<   83,    84,    97,     8,    11,     5>,
<   85,    86,    71,     7,     9,     6>,
<   87,    88,   187,     2,    13,     2>,
<   89,    90,   134,     5,     5,     3>,
<   91,    92,   133,     3,     9,     2>,
<    4,    93,   138,     7,    13,     6>,
<   94,    95,    56,    10,    28,     4>,
<   96,    97,   165,     5,    16,     6>,
<   98,    99,   118,     5,     5,     4>,
<  100,   101,   134,     5,    15,     4>,
<  102,   103,   197,     1,    13,     5>,
<  104,   105,    70,     2,     6,     4>,
<  106,   107,   102,     7,    10,     5>,
<  108,   109,    30,     1,     2,     3>,
<  110,   111,   153,     4,     8,     6>,
<  112,   113,    23,     8,    13,     3>,
<  113,   114,   159,     7,    10,     3>,
<  115,   116,    33,     2,     4,     6>,
<  117,   118,    31,     9,    17,     6>,
<  119,   120,    22,     1,    10,     6>,
<  121,   116,    89,     3,    10,     2>,
<  122,   116,   186,    10,    11,     3>,
<  123,   116,   103,     6,    16,     4>,
<  124,   116,   162,     6,    13,     6>,
<  125,   116,    98,     4,     5,     3>,
<  116,   126,    79,     4,    18,     2>,
<  114,   126,    60,     7,    21,     5>,
<  127,   126,    46,     8,    23,     3>,
<  128,   126,    32,     7,    10,     3>,
<  129,   126,   164,     4,    20,     6>,
<  111,   126,   141,     6,    25,     5>,
<  118,   126,    53,     7,    15,     6>,
<  130,   126,   160,     9,    22,     5>,
<  120,   126,   179,     9,    18,     5>,
<  131,   126,    81,     1,    10,     5>,
<  132,   126,   179,    10,    24,     2>,
<  133,   126,   184,     2,     7,     6>,
<  134,   126,   192,    10,    26,     6>,
<  135,   126,   125,     2,     8,     3>,
<  136,   126,    22,     4,    18,     2>,
<  137,   126,    16,     4,     9,     2>,
<  138,   126,    95,    10,    21,     5>,
<  139,   126,    94,     5,    13,     2>,
<  140,   126,    11,     4,     9,     3>,
<  126,   141,     0,     0,     0,     1>,
<    3,    19,     0,     0,     0,     1>,
<    3,    28,     0,     0,     0,     1>,
<    3,    37,     0,     0,     0,     1>,
<    3,    42,     0,     0,     0,     1>,
<    3,    44,     0,     0,     0,     1>,
<    3,    57,     0,     0,     0,     1>,
<    3,    61,     0,     0,     0,     1>,
<    3,    66,     0,     0,     0,     1>,
<    3,    68,     0,     0,     0,     1>,
<    3,    98,     0,     0,     0,     1>,
<    3,   100,     0,     0,     0,     1>,
<    3,   110,     0,     0,     0,     1>,
<    3,   125,     0,     0,     0,     1>,
<    4,    19,     0,     0,     0,     1>,
<    4,    40,     0,     0,     0,     1>,
<    4,    51,     0,     0,     0,     1>,
<    4,    61,     0,     0,     0,     1>,
<    4,    64,     0,     0,     0,     1>,
<    4,    68,     0,     0,     0,     1>,
<    4,    70,     0,     0,     0,     1>,
<    4,    72,     0,     0,     0,     1>,
<    4,    83,     0,     0,     0,     1>,
<    4,    87,     0,     0,     0,     1>,
<    4,    98,     0,     0,     0,     1>,
<    4,   104,     0,     0,     0,     1>,
<    5,    33,     0,     0,     0,     1>,
<    5,    44,     0,     0,     0,     1>,
<    5,    47,     0,     0,     0,     1>,
<    5,    49,     0,     0,     0,     1>,
<    5,    51,     0,     0,     0,     1>,
<    5,    53,     0,     0,     0,     1>,
<    5,    55,     0,     0,     0,     1>,
<    5,    59,     0,     0,     0,     1>,
<    5,    61,     0,     0,     0,     1>,
<    5,    68,     0,     0,     0,     1>,
<    5,    72,     0,     0,     0,     1>,
<    5,    77,     0,     0,     0,     1>,
<    5,    85,     0,     0,     0,     1>,
<    5,    87,     0,     0,     0,     1>,
<    5,    98,     0,     0,     0,     1>,
<    5,   102,     0,     0,     0,     1>,
<    5,   110,     0,     0,     0,     1>,
<    6,    28,     0,     0,     0,     1>,
<    6,    33,     0,     0,     0,     1>,
<    6,    42,     0,     0,     0,     1>,
<    6,    47,     0,     0,     0,     1>,
<    6,    72,     0,     0,     0,     1>,
<    6,    77,     0,     0,     0,     1>,
<    6,    85,     0,     0,     0,     1>,
<    6,    91,     0,     0,     0,     1>,
<    6,    96,     0,     0,     0,     1>,
<    6,   100,     0,     0,     0,     1>,
<    6,   102,     0,     0,     0,     1>,
<    6,   106,     0,     0,     0,     1>,
<    6,   110,     0,     0,     0,     1>,
<    6,   122,     0,     0,     0,     1>,
<    6,   125,     0,     0,     0,     1>,
<    7,    40,     0,     0,     0,     1>,
<    7,    49,     0,     0,     0,     1>,
<    7,    61,     0,     0,     0,     1>,
<    7,    70,     0,     0,     0,     1>,
<    7,    77,     0,     0,     0,     1>,
<    7,    79,     0,     0,     0,     1>,
<    7,    81,     0,     0,     0,     1>,
<    7,    83,     0,     0,     0,     1>,
<    7,    87,     0,     0,     0,     1>,
<    7,    98,     0,     0,     0,     1>,
<    7,   100,     0,     0,     0,     1>,
<    7,   106,     0,     0,     0,     1>,
<    7,   108,     0,     0,     0,     1>,
<    7,   112,     0,     0,     0,     1>,
<    7,   123,     0,     0,     0,     1>,
<    7,   125,     0,     0,     0,     1>,
<    8,    57,     0,     0,     0,     1>,
<    8,    59,     0,     0,     0,     1>,
<    8,    64,     0,     0,     0,     1>,
<    8,    68,     0,     0,     0,     1>,
<    8,    70,     0,     0,     0,     1>,
<    8,    77,     0,     0,     0,     1>,
<    8,    94,     0,     0,     0,     1>,
<    8,    98,     0,     0,     0,     1>,
<    8,   100,     0,     0,     0,     1>,
<    8,   106,     0,     0,     0,     1>,
<    8,   112,     0,     0,     0,     1>,
<    8,   122,     0,     0,     0,     1>,
<    8,   139,     0,     0,     0,     1>,
<    9,    37,     0,     0,     0,     1>,
<    9,    47,     0,     0,     0,     1>,
<    9,    57,     0,     0,     0,     1>,
<    9,    72,     0,     0,     0,     1>,
<    9,    79,     0,     0,     0,     1>,
<    9,    87,     0,     0,     0,     1>,
<    9,    89,     0,     0,     0,     1>,
<    9,    98,     0,     0,     0,     1>,
<    9,   100,     0,     0,     0,     1>,
<    9,   122,     0,     0,     0,     1>,
<    9,   124,     0,     0,     0,     1>,
<   10,    59,     0,     0,     0,     1>,
<   10,    68,     0,     0,     0,     1>,
<   10,    75,     0,     0,     0,     1>,
<   10,    81,     0,     0,     0,     1>,
<   10,    85,     0,     0,     0,     1>,
<   10,    87,     0,     0,     0,     1>,
<   10,    89,     0,     0,     0,     1>,
<   10,    94,     0,     0,     0,     1>,
<   10,    98,     0,     0,     0,     1>,
<   10,   102,     0,     0,     0,     1>,
<   10,   106,     0,     0,     0,     1>,
<   10,   108,     0,     0,     0,     1>,
<   10,   112,     0,     0,     0,     1>,
<   10,   121,     0,     0,     0,     1>,
<   10,   122,     0,     0,     0,     1>,
<   10,   123,     0,     0,     0,     1>,
<   10,   124,     0,     0,     0,     1>,
<   10,   125,     0,     0,     0,     1>,
<   10,   137,     0,     0,     0,     1>,
<   10,   138,     0,     0,     0,     1>,
<   10,   139,     0,     0,     0,     1>,
<   11,    42,     0,     0,     0,     1>,
<   11,    44,     0,     0,     0,     1>,
<   11,    47,     0,     0,     0,     1>,
<   11,    68,     0,     0,     0,     1>,
<   11,    77,     0,     0,     0,     1>,
<   11,    81,     0,     0,     0,     1>,
<   11,    85,     0,     0,     0,     1>,
<   11,    89,     0,     0,     0,     1>,
<   11,    96,     0,     0,     0,     1>,
<   11,   106,     0,     0,     0,     1>,
<   11,   124,     0,     0,     0,     1>,
<   11,   125,     0,     0,     0,     1>,
<   12,    75,     0,     0,     0,     1>,
<   12,    83,     0,     0,     0,     1>,
<   12,    87,     0,     0,     0,     1>,
<   12,    89,     0,     0,     0,     1>,
<   12,    91,     0,     0,     0,     1>,
<   12,    94,     0,     0,     0,     1>,
<   12,    96,     0,     0,     0,     1>,
<   12,   104,     0,     0,     0,     1>,
<   12,   106,     0,     0,     0,     1>,
<   12,   108,     0,     0,     0,     1>,
<   12,   112,     0,     0,     0,     1>,
<   12,   117,     0,     0,     0,     1>,
<   12,   121,     0,     0,     0,     1>,
<   12,   122,     0,     0,     0,     1>,
