NumNodes = 138;
NumAgents = 6;
Pi = 9668.000000;
wu = [0.000000 0.133333 0.333333 0.200000 0.266667 0.066667];
CmaxUB = 10000;
dailyRewardFactor = 1;
userParam = "";
Arcs = {
//fromnode,tonode,cost,pLB,pUB,agent;
<    1,     2,     0,     0,     0,     1>,
<    2,     3,   151,     1,     4,     3>,
<    2,     4,   139,     4,     9,     2>,
<    2,     5,   185,     2,     8,     5>,
<    2,     6,   141,     7,     7,     3>,
<    2,     7,   171,     2,    19,     2>,
<    2,     8,   118,     3,     5,     5>,
<    2,     9,   164,    10,    29,     6>,
<    2,    10,   170,     1,     7,     5>,
<    2,    11,   131,    10,    26,     6>,
<    2,    12,   163,     7,    11,     5>,
<    2,    13,    37,     7,    19,     6>,
<    2,    14,    57,     5,    22,     2>,
<    4,    15,    47,     3,    18,     3>,
<    5,    16,   143,     2,    21,     6>,
<    2,    17,    82,     9,    25,     3>,
<    2,    18,   179,     9,    19,     5>,
<    3,    19,    99,     7,    14,     2>,
<    2,    20,   191,     4,    10,     4>,
<    2,    21,    20,     7,     8,     2>,
<    2,    22,   157,     8,    23,     3>,
<    2,    23,   182,     3,     3,     3>,
<    2,    24,    29,     5,    17,     6>,
<    2,    25,   113,     2,     7,     2>,
<    2,    26,   192,     7,    14,     4>,
<    2,    27,    72,     6,    24,     5>,
<    2,    28,    13,     1,     5,     5>,
<   17,    29,   181,     2,    13,     2>,
<   30,    31,   132,     7,    16,     5>,
<    2,    32,    50,     9,    11,     6>,
<   33,    34,   169,     5,    10,     4>,
<    6,    35,    66,     3,     5,     2>,
<    8,    36,    26,     1,    10,     3>,
<   37,    38,   113,     6,     9,     6>,
<   39,    40,   168,     8,    18,     5>,
<   16,    41,   158,     2,     4,     5>,
<    2,    42,    83,     5,     7,     2>,
<   43,    44,   191,     7,    23,     5>,
<   45,    46,   137,     5,     5,     5>,
<   47,    48,    97,     3,    12,     6>,
<   49,    50,    30,     8,    20,     3>,
<   51,    52,   101,    10,    25,     6>,
<   53,    54,    24,     2,    13,     3>,
<   55,    56,    72,     6,    22,     6>,
<   57,    58,   123,    10,    25,     2>,
<   59,    60,    91,     9,    23,     5>,
<   61,    62,    55,     3,    20,     5>,
<   63,    64,    53,     4,    18,     4>,
<   65,    66,    34,     3,    12,     4>,
<   36,    67,    71,     3,     5,     4>,
<   68,    69,   103,     5,    16,     6>,
<   70,    71,    40,     4,    13,     5>,
<   72,    73,    32,     7,    24,     5>,
<   74,    75,    46,    10,    11,     2>,
<   76,    77,   197,     6,    22,     5>,
<   78,    79,   161,     7,    11,     3>,
<   80,    81,    45,     4,    17,     3>,
<   82,    83,   174,     2,     3,     2>,
<   84,    85,    65,     1,    18,     4>,
<   86,    87,   129,    10,    25,     2>,
<   88,    89,    95,     9,    14,     5>,
<   90,    91,   169,     7,    12,     6>,
<   92,    93,    78,     6,     8,     6>,
<   94,    95,    83,     3,    12,     5>,
<   96,    97,    98,     5,     5,     2>,
<   98,    99,   197,     6,    24,     6>,
<  100,   101,   163,     5,    18,     5>,
<  102,   103,   112,    10,    29,     2>,
<  104,   105,    98,     8,    17,     3>,
<  106,   107,   174,     7,     9,     3>,
<  108,   109,   159,     9,    13,     4>,
<  110,   111,    47,     1,    15,     4>,
<  112,   113,    89,    10,    12,     4>,
<  114,   115,    65,     9,    24,     2>,
<  116,   111,    16,     5,    20,     4>,
<  117,   115,    46,     1,     4,     6>,
<  105,   118,   175,     9,    15,     2>,
<  119,   118,   186,     6,    18,     4>,
<  109,   118,    75,     5,    13,     5>,
<  115,   118,   146,     7,    11,     3>,
<  111,   118,   158,     6,     7,     3>,
<  120,   118,    93,     7,    19,     6>,
<  121,   118,   149,     6,    12,     3>,
<  113,   118,    95,     3,     9,     6>,
<  122,   118,   174,     7,    16,     6>,
<  123,   118,    43,     6,    17,     6>,
<  124,   118,    26,     6,    10,     4>,
<  107,   118,    94,     9,    22,     4>,
<  125,   118,    16,     3,    17,     5>,
<  126,   118,    24,    10,    26,     4>,
<  127,   118,    81,     3,    21,     6>,
<  128,   118,    55,     5,     9,     6>,
<  129,   118,   196,     7,    20,     3>,
<  130,   118,    41,    10,    18,     5>,
<  131,   118,   193,     4,     8,     3>,
<  132,   118,    80,     2,    19,     3>,
<  133,   118,   139,     6,    10,     2>,
<  134,   118,   189,     3,    19,     6>,
<  135,   118,   186,     4,    18,     6>,
<  136,   118,   143,     2,     8,     3>,
<  137,   118,    21,     1,    17,     5>,
<  118,   138,     0,     0,     0,     1>,
<    3,    30,     0,     0,     0,     1>,
<    3,    33,     0,     0,     0,     1>,
<    3,    39,     0,     0,     0,     1>,
<    3,    16,     0,     0,     0,     1>,
<    3,    43,     0,     0,     0,     1>,
<    3,    53,     0,     0,     0,     1>,
<    3,    57,     0,     0,     0,     1>,
<    3,    59,     0,     0,     0,     1>,
<    3,    63,     0,     0,     0,     1>,
<    3,    36,     0,     0,     0,     1>,
<    3,    68,     0,     0,     0,     1>,
<    3,    72,     0,     0,     0,     1>,
<    3,    98,     0,     0,     0,     1>,
<    3,   100,     0,     0,     0,     1>,
<    3,   102,     0,     0,     0,     1>,
<    3,   117,     0,     0,     0,     1>,
<    4,    39,     0,     0,     0,     1>,
<    4,    43,     0,     0,     0,     1>,
<    4,    53,     0,     0,     0,     1>,
<    4,    55,     0,     0,     0,     1>,
<    4,    57,     0,     0,     0,     1>,
<    4,    61,     0,     0,     0,     1>,
<    4,    63,     0,     0,     0,     1>,
<    4,    65,     0,     0,     0,     1>,
