NumNodes = 132;
NumAgents = 6;
Pi = 8533.000000;
wu = [0.000000 0.090909 0.431818 0.090909 0.159091 0.227273];
CmaxUB = 10000;
dailyRewardFactor = 1;
userParam = "";
Arcs = {
//fromnode,tonode,cost,pLB,pUB,agent;
<    1,     2,     0,     0,     0,     1>,
<    2,     3,    43,     9,    19,     2>,
<    2,     4,    66,     3,     7,     5>,
<    2,     5,    38,    10,    27,     6>,
<    3,     6,    85,     8,    13,     3>,
<    2,     7,    39,     9,    28,     3>,
<    2,     8,   134,     6,    16,     4>,
<    2,     9,    90,    10,    18,     4>,
<    2,    10,   128,     7,    15,     4>,
<    2,    11,    88,     8,    10,     3>,
<    2,    12,   118,     1,     9,     5>,
<    2,    13,   183,     4,     9,     2>,
<    2,    14,   171,     9,    23,     4>,
<    2,    15,   102,     9,    13,     2>,
<    2,    16,    31,     7,    18,     2>,
<    2,    17,    58,     1,     5,     4>,
<   18,    19,    24,     2,    19,     2>,
<    2,    20,    78,     1,    16,     3>,
<    2,    21,   125,     2,    11,     5>,
<    2,    22,    83,     8,     9,     2>,
<    2,    23,   168,     9,    23,     2>,
<    3,    24,    37,     8,    27,     6>,
<    2,    25,   159,     3,    13,     4>,
<    2,    26,   164,     3,     9,     6>,
<    2,    27,    41,     7,     7,     3>,
<    2,    28,    29,     8,    15,     4>,
<    2,    29,   116,     3,    16,     5>,
<    2,    30,    35,     2,     3,     4>,
<    2,    31,    50,     4,     5,     3>,
<    2,    32,    32,     4,    22,     5>,
<    9,    33,   132,     5,    11,     6>,
<    2,    34,   117,     1,    11,     3>,
<    6,    35,    98,     5,     8,     5>,
<   36,    37,   117,     6,     7,     5>,
<    4,    38,   175,     8,    14,     6>,
<    2,    39,    55,     1,    19,     6>,
<   40,    41,    71,     4,    18,     2>,
<    2,    42,    40,     8,    19,     3>,
<   43,    44,    21,    10,    15,     5>,
<    2,    45,    77,     1,     3,     3>,
<   46,    47,   187,     5,    11,     3>,
<   48,    49,    80,     8,     8,     4>,
<   50,    51,   107,     1,    15,     6>,
<   52,    53,    33,     3,    16,     3>,
<   54,    55,   100,     5,     5,     5>,
<   56,    57,   164,     3,     9,     6>,
<   58,    59,   189,     9,    28,     3>,
<   60,    61,   195,    10,    25,     6>,
<   62,    63,   128,     1,    17,     2>,
<   64,    65,    13,     9,    22,     5>,
<   11,    66,   176,     8,    23,     6>,
<   67,    68,    53,     6,    18,     3>,
<   22,    69,   194,     7,    25,     5>,
<   70,    71,    31,     1,     6,     4>,
<   49,    72,    40,     6,    16,     4>,
<   73,    74,    74,     4,    20,     5>,
<   75,    76,   114,     8,    13,     6>,
<   77,    78,    93,     2,     8,     6>,
<    8,    79,   127,     5,     9,     3>,
<   80,    81,    35,    10,    22,     4>,
<   82,    83,   163,     5,     7,     4>,
<   84,    85,    98,     8,    23,     2>,
<   86,    87,    69,     5,    10,     4>,
<   88,    89,    89,     3,     9,     5>,
<   90,    91,    97,     5,     6,     2>,
<   92,    93,   130,     9,    22,     3>,
<    7,    94,   169,     4,    10,     5>,
<   95,    96,    14,     6,     6,     3>,
<   97,    98,   112,     6,    19,     3>,
<   99,   100,   163,     8,    18,     6>,
<  101,   102,    40,     7,    18,     4>,
<  103,   104,    62,     9,    23,     5>,
<  105,   102,   150,     8,    11,     6>,
<  106,   107,    22,     8,    25,     2>,
<  108,   109,    29,     4,     4,     6>,
<  110,   111,    42,    10,    19,     2>,
<  104,   112,    26,     5,     7,     3>,
<  102,   112,    44,     9,    14,     3>,
<  113,   112,   141,     9,    11,     5>,
<  109,   112,   166,     6,     8,     6>,
<  114,   112,    35,     2,    10,     5>,
<  115,   112,    69,     6,    20,     4>,
<  111,   112,   184,     9,    21,     6>,
<  116,   112,    61,     5,    13,     3>,
<   96,   112,    17,     5,    20,     2>,
<  117,   112,   164,    10,    28,     2>,
<  107,   112,    42,     3,     5,     5>,
<  118,   112,   133,     3,    20,     4>,
<  119,   112,    12,     8,    20,     5>,
<  120,   112,   139,     7,    19,     5>,
<  121,   112,   109,     8,     8,     5>,
<  122,   112,   139,     6,     9,     4>,
<  123,   112,   185,     6,    25,     2>,
<  124,   112,    22,     4,     5,     6>,
<  125,   112,   165,    10,    20,     5>,
<  126,   112,   159,     7,    18,     4>,
<  127,   112,    80,     7,    12,     6>,
<  128,   112,    41,    10,    14,     2>,
<  129,   112,   153,     5,    19,     5>,
<  130,   112,    52,     3,     8,     4>,
<  131,   112,    33,     9,    28,     4>,
<  112,   132,     0,     0,     0,     1>,
<    3,    50,     0,     0,     0,     1>,
<    3,    52,     0,     0,     0,     1>,
<    3,    60,     0,     0,     0,     1>,
<    3,    67,     0,     0,     0,     1>,
<    3,    22,     0,     0,     0,     1>,
<    3,    82,     0,     0,     0,     1>,
<    3,    86,     0,     0,     0,     1>,
<    4,    36,     0,     0,     0,     1>,
<    4,    46,     0,     0,     0,     1>,
<    4,    50,     0,     0,     0,     1>,
<    4,    56,     0,     0,     0,     1>,
