NumNodes = 45;
NumAgents = 3;
Pi = 3465.000000;
wu = [0.000000 0.777778 0.222222];
CmaxUB = 10000;
dailyRewardFactor = 1;
userParam = "";
Arcs = {
//fromnode,tonode,cost,pLB,pUB,agent;
<    1,     2,     0,     0,     0,     1>,
<    2,     3,    90,     7,     8,     3>,
<    2,     4,   181,    10,    20,     2>,
<    3,     5,    15,     7,    20,     2>,
<    5,     6,   130,     4,    16,     3>,
<    2,     7,    53,     5,     8,     2>,
<    2,     8,   162,    10,    12,     2>,
<    2,     9,   144,    10,    12,     3>,
<    2,    10,    37,     2,    10,     2>,
<    2,    11,    43,     3,     4,     2>,
<    2,    12,   149,     5,    23,     3>,
<    2,    13,   156,     7,    14,     2>,
<    2,    14,    42,     9,    14,     3>,
<   15,    16,    23,     7,    13,     2>,
<   17,    18,   175,     1,     3,     2>,
<   19,    20,    96,     7,    13,     2>,
<    2,    21,    49,     2,    16,     3>,
<    4,    22,   175,     3,    20,     3>,
<    2,    23,    86,     8,    12,     3>,
<    8,    24,   125,     7,    10,     3>,
<   25,    26,    87,     3,    10,     2>,
<    2,    27,   150,     6,     6,     2>,
<   27,    28,    85,     2,     7,     3>,
<    5,    29,    53,     3,     7,     2>,
<   30,    31,   113,     5,     8,     3>,
<   32,    33,    36,     4,    21,     3>,
<   23,    34,    65,     9,    22,     2>,
<   22,    31,   115,     1,     9,     3>,
<   31,    35,   135,     7,    17,     3>,
<   33,    35,   165,     8,    23,     3>,
<   36,    35,   113,     2,     8,     2>,
<   34,    35,   146,     8,    26,     2>,
<   28,    35,   195,     6,    18,     2>,
<   37,    35,   151,    10,    26,     2>,
<   38,    35,   142,     2,    20,     2>,
<   39,    35,    98,     7,     8,     3>,
<   40,    35,   146,     2,     4,     2>,
<   41,    35,    95,     9,    25,     2>,
<   42,    35,    28,     8,    14,     2>,
<   43,    35,   176,     8,    10,     3>,
<   44,    35,   156,     5,     9,     3>,
<   35,    45,     0,     0,     0,     1>,
<    3,    15,     0,     0,     0,     1>,
<    3,    27,     0,     0,     0,     1>,
<    3,    44,     0,     0,     0,     1>,
<    4,    15,     0,     0,     0,     1>,
<    4,    19,     0,     0,     0,     1>,
<    4,    25,     0,     0,     0,     1>,
<    4,    27,     0,     0,     0,     1>,
<    4,    32,     0,     0,     0,     1>,
<    4,    23,     0,     0,     0,     1>,
<    4,    39,     0,     0,     0,     1>,
<    4,    42,     0,     0,     0,     1>,
<    5,    23,     0,     0,     0,     1>,
<    5,    42,     0,     0,     0,     1>,
<    6,    19,     0,     0,     0,     1>,
<    6,    25,     0,     0,     0,     1>,
<    6,    32,     0,     0,     0,     1>,
<    6,    22,     0,     0,     0,     1>,
<    6,    37,     0,     0,     0,     1>,
<    6,    39,     0,     0,     0,     1>,
<    6,    40,     0,     0,     0,     1>,
<    7,    19,     0,     0,     0,     1>,
<    7,    27,     0,     0,     0,     1>,
<    7,    23,     0,     0,     0,     1>,
<    7,    33,     0,     0,     0,     1>,
<    7,    37,     0,     0,     0,     1>,
<    7,    39,     0,     0,     0,     1>,
<    7,    40,     0,     0,     0,     1>,
<    7,    44,     0,     0,     0,     1>,
<    8,    27,     0,     0,     0,     1>,
<    8,    23,     0,     0,     0,     1>,
<    8,    36,     0,     0,     0,     1>,
<    8,    38,     0,     0,     0,     1>,
<    8,    40,     0,     0,     0,     1>,
<    8,    42,     0,     0,     0,     1>,
<    9,    17,     0,     0,     0,     1>,
<    9,    25,     0,     0,     0,     1>,
<    9,    38,     0,     0,     0,     1>,
<    9,    39,     0,     0,     0,     1>,
<    9,    42,     0,     0,     0,     1>,
<    9,    44,     0,     0,     0,     1>,
<   10,    17,     0,     0,     0,     1>,
<   10,    25,     0,     0,     0,     1>,
<   10,    32,     0,     0,     0,     1>,
<   10,    39,     0,     0,     0,     1>,
<   10,    40,     0,     0,     0,     1>,
<   10,    41,     0,     0,     0,     1>,
<   11,    15,     0,     0,     0,     1>,
<   11,    17,     0,     0,     0,     1>,
<   11,    22,     0,     0,     0,     1>,
<   12,    32,     0,     0,     0,     1>,
<   12,    31,     0,     0,     0,     1>,
<   12,    34,     0,     0,     0,     1>,
<   12,    28,     0,     0,     0,     1>,
<   12,    37,     0,     0,     0,     1>,
<   12,    38,     0,     0,     0,     1>,
<   12,    39,     0,     0,     0,     1>,
<   12,    40,     0,     0,     0,     1>,
<   12,    42,     0,     0,     0,     1>,
<   12,    43,     0,     0,     0,     1>,
<   13,    27,     0,     0,     0,     1>,
<   13,    30,     0,     0,     0,     1>,
<   13,    33,     0,     0,     0,     1>,
<   13,    34,     0,     0,     0,     1>,
<   13,    37,     0,     0,     0,     1>,
<   13,    38,     0,     0,     0,     1>,
<   13,    39,     0,     0,     0,     1>,
<   13,    41,     0,     0,     0,     1>,
<   13,    43,     0,     0,     0,     1>,
<   14,    27,     0,     0,     0,     1>,
<   14,    32,     0,     0,     0,     1>,
<   14,    36,     0,     0,     0,     1>,
<   14,    37,     0,     0,     0,     1>,
<   14,    39,     0,     0,     0,     1>,
<   14,    41,     0,     0,     0,     1>,
<   14,    42,     0,     0,     0,     1>,
<   16,    31,     0,     0,     0,     1>,
<   16,    36,     0,     0,     0,     1>,
<   16,    34,     0,     0,     0,     1>,
<   16,    37,     0,     0,     0,     1>,
<   16,    40,     0,     0,     0,     1>,
<   16,    41,     0,     0,     0,     1>,
<   16,    43,     0,     0,     0,     1>,
<   18,    27,     0,     0,     0,     1>,
<   18,    30,     0,     0,     0,     1>,
<   18,    33,     0,     0,     0,     1>,
<   18,    36,     0,     0,     0,     1>,
<   18,    37,     0,     0,     0,     1>,
<   20,    31,     0,     0,     0,     1>,
<   20,    36,     0,     0,     0,     1>,
<   20,    28,     0,     0,     0,     1>,
<   20,    38,     0,     0,     0,     1>,
<   20,    41,     0,     0,     0,     1>,
<   21,    33,     0,     0,     0,     1>,
<   21,    36,     0,     0,     0,     1>,
<   21,    37,     0,     0,     0,     1>,
<   21,    38,     0,     0,     0,     1>,
<   21,    39,     0,     0,     0,     1>,
<   22,    33,     0,     0,     0,     1>,
<   22,    36,     0,     0,     0,     1>,
<   22,    34,     0,     0,     0,     1>,
<   23,    31,     0,     0,     0,     1>,
<   23,    33,     0,     0,     0,     1>,
<   23,    40,     0,     0,     0,     1>,
<   24,    30,     0,     0,     0,     1>,
<   24,    32,     0,     0,     0,     1>,
<   24,    44,     0,     0,     0,     1>,
<   26,    30,     0,     0,     0,     1>,
<   26,    34,     0,     0,     0,     1>,
<   28,    31,     0,     0,     0,     1>,
<   29,    36,     0,     0,     0,     1>,
<   29,    38,     0,     0,     0,     1>
};
/*
digraph AoA_Network {
node [shape = circle];
rankdir=LR;

     1 ->   2 [label = "a=1, p=<0, 0>, c=0" ];
     2 ->   3 [label = "a=3, p=<7, 8>, c=90" ];
     2 ->   4 [label = "a=2, p=<10, 20>, c=181" ];
     3 ->   5 [label = "a=2, p=<7, 20>, c=15" ];
     5 ->   6 [label = "a=3, p=<4, 16>, c=130" ];
     2 ->   7 [label = "a=2, p=<5, 8>, c=53" ];
     2 ->   8 [label = "a=2, p=<10, 12>, c=162" ];
     2 ->   9 [label = "a=3, p=<10, 12>, c=144" ];
     2 ->  10 [label = "a=2, p=<2, 10>, c=37" ];
     2 ->  11 [label = "a=2, p=<3, 4>, c=43" ];
     2 ->  12 [label = "a=3, p=<5, 23>, c=149" ];
     2 ->  13 [label = "a=2, p=<7, 14>, c=156" ];
     2 ->  14 [label = "a=3, p=<9, 14>, c=42" ];
    15 ->  16 [label = "a=2, p=<7, 13>, c=23" ];
    17 ->  18 [label = "a=2, p=<1, 3>, c=175" ];
    19 ->  20 [label = "a=2, p=<7, 13>, c=96" ];
     2 ->  21 [label = "a=3, p=<2, 16>, c=49" ];
     4 ->  22 [label = "a=3, p=<3, 20>, c=175" ];
     2 ->  23 [label = "a=3, p=<8, 12>, c=86" ];
     8 ->  24 [label = "a=3, p=<7, 10>, c=125" ];
    25 ->  26 [label = "a=2, p=<3, 10>, c=87" ];
     2 ->  27 [label = "a=2, p=<6, 6>, c=150" ];
    27 ->  28 [label = "a=3, p=<2, 7>, c=85" ];
     5 ->  29 [label = "a=2, p=<3, 7>, c=53" ];
    30 ->  31 [label = "a=3, p=<5, 8>, c=113" ];
    32 ->  33 [label = "a=3, p=<4, 21>, c=36" ];
    23 ->  34 [label = "a=2, p=<9, 22>, c=65" ];
    22 ->  31 [label = "a=3, p=<1, 9>, c=115" ];
    31 ->  35 [label = "a=3, p=<7, 17>, c=135" ];
    33 ->  35 [label = "a=3, p=<8, 23>, c=165" ];
    36 ->  35 [label = "a=2, p=<2, 8>, c=113" ];
    34 ->  35 [label = "a=2, p=<8, 26>, c=146" ];
    28 ->  35 [label = "a=2, p=<6, 18>, c=195" ];
    37 ->  35 [label = "a=2, p=<10, 26>, c=151" ];
    38 ->  35 [label = "a=2, p=<2, 20>, c=142" ];
    39 ->  35 [label = "a=3, p=<7, 8>, c=98" ];
    40 ->  35 [label = "a=2, p=<2, 4>, c=146" ];
    41 ->  35 [label = "a=2, p=<9, 25>, c=95" ];
    42 ->  35 [label = "a=2, p=<8, 14>, c=28" ];
    43 ->  35 [label = "a=3, p=<8, 10>, c=176" ];
    44 ->  35 [label = "a=3, p=<5, 9>, c=156" ];
    35 ->  45 [label = "a=1, p=<0, 0>, c=0" ];
     3 ->  15 [label = "a=1, p=<0, 0>, c=0" ];
     3 ->  27 [label = "a=1, p=<0, 0>, c=0" ];
     3 ->  44 [label = "a=1, p=<0, 0>, c=0" ];
     4 ->  15 [label = "a=1, p=<0, 0>, c=0" ];
     4 ->  19 [label = "a=1, p=<0, 0>, c=0" ];
     4 ->  25 [label = "a=1, p=<0, 0>, c=0" ];
     4 ->  27 [label = "a=1, p=<0, 0>, c=0" ];
     4 ->  32 [label = "a=1, p=<0, 0>, c=0" ];
     4 ->  23 [label = "a=1, p=<0, 0>, c=0" ];
     4 ->  39 [label = "a=1, p=<0, 0>, c=0" ];
     4 ->  42 [label = "a=1, p=<0, 0>, c=0" ];
     5 ->  23 [label = "a=1, p=<0, 0>, c=0" ];
     5 ->  42 [label = "a=1, p=<0, 0>, c=0" ];
     6 ->  19 [label = "a=1, p=<0, 0>, c=0" ];
     6 ->  25 [label = "a=1, p=<0, 0>, c=0" ];
     6 ->  32 [label = "a=1, p=<0, 0>, c=0" ];
     6 ->  22 [label = "a=1, p=<0, 0>, c=0" ];
     6 ->  37 [label = "a=1, p=<0, 0>, c=0" ];
     6 ->  39 [label = "a=1, p=<0, 0>, c=0" ];
     6 ->  40 [label = "a=1, p=<0, 0>, c=0" ];
     7 ->  19 [label = "a=1, p=<0, 0>, c=0" ];
     7 ->  27 [label = "a=1, p=<0, 0>, c=0" ];
     7 ->  23 [label = "a=1, p=<0, 0>, c=0" ];
     7 ->  33 [label = "a=1, p=<0, 0>, c=0" ];
     7 ->  37 [label = "a=1, p=<0, 0>, c=0" ];
     7 ->  39 [label = "a=1, p=<0, 0>, c=0" ];
     7 ->  40 [label = "a=1, p=<0, 0>, c=0" ];
     7 ->  44 [label = "a=1, p=<0, 0>, c=0" ];
     8 ->  27 [label = "a=1, p=<0, 0>, c=0" ];
     8 ->  23 [label = "a=1, p=<0, 0>, c=0" ];
     8 ->  36 [label = "a=1, p=<0, 0>, c=0" ];
     8 ->  38 [label = "a=1, p=<0, 0>, c=0" ];
     8 ->  40 [label = "a=1, p=<0, 0>, c=0" ];
     8 ->  42 [label = "a=1, p=<0, 0>, c=0" ];
     9 ->  17 [label = "a=1, p=<0, 0>, c=0" ];
     9 ->  25 [label = "a=1, p=<0, 0>, c=0" ];
     9 ->  38 [label = "a=1, p=<0, 0>, c=0" ];
     9 ->  39 [label = "a=1, p=<0, 0>, c=0" ];
     9 ->  42 [label = "a=1, p=<0, 0>, c=0" ];
     9 ->  44 [label = "a=1, p=<0, 0>, c=0" ];
    10 ->  17 [label = "a=1, p=<0, 0>, c=0" ];
    10 ->  25 [label = "a=1, p=<0, 0>, c=0" ];
    10 ->  32 [label = "a=1, p=<0, 0>, c=0" ];
    10 ->  39 [label = "a=1, p=<0, 0>, c=0" ];
    10 ->  40 [label = "a=1, p=<0, 0>, c=0" ];
    10 ->  41 [label = "a=1, p=<0, 0>, c=0" ];
    11 ->  15 [label = "a=1, p=<0, 0>, c=0" ];
    11 ->  17 [label = "a=1, p=<0, 0>, c=0" ];
    11 ->  22 [label = "a=1, p=<0, 0>, c=0" ];
    12 ->  32 [label = "a=1, p=<0, 0>, c=0" ];
    12 ->  31 [label = "a=1, p=<0, 0>, c=0" ];
    12 ->  34 [label = "a=1, p=<0, 0>, c=0" ];
    12 ->  28 [label = "a=1, p=<0, 0>, c=0" ];
    12 ->  37 [label = "a=1, p=<0, 0>, c=0" ];
    12 ->  38 [label = "a=1, p=<0, 0>, c=0" ];
    12 ->  39 [label = "a=1, p=<0, 0>, c=0" ];
    12 ->  40 [label = "a=1, p=<0, 0>, c=0" ];
    12 ->  42 [label = "a=1, p=<0, 0>, c=0" ];
    12 ->  43 [label = "a=1, p=<0, 0>, c=0" ];
    13 ->  27 [label = "a=1, p=<0, 0>, c=0" ];
    13 ->  30 [label = "a=1, p=<0, 0>, c=0" ];
    13 ->  33 [label = "a=1, p=<0, 0>, c=0" ];
    13 ->  34 [label = "a=1, p=<0, 0>, c=0" ];
    13 ->  37 [label = "a=1, p=<0, 0>, c=0" ];
    13 ->  38 [label = "a=1, p=<0, 0>, c=0" ];
    13 ->  39 [label = "a=1, p=<0, 0>, c=0" ];
    13 ->  41 [label = "a=1, p=<0, 0>, c=0" ];
    13 ->  43 [label = "a=1, p=<0, 0>, c=0" ];
    14 ->  27 [label = "a=1, p=<0, 0>, c=0" ];
    14 ->  32 [label = "a=1, p=<0, 0>, c=0" ];
    14 ->  36 [label = "a=1, p=<0, 0>, c=0" ];
    14 ->  37 [label = "a=1, p=<0, 0>, c=0" ];
    14 ->  39 [label = "a=1, p=<0, 0>, c=0" ];
    14 ->  41 [label = "a=1, p=<0, 0>, c=0" ];
    14 ->  42 [label = "a=1, p=<0, 0>, c=0" ];
    16 ->  31 [label = "a=1, p=<0, 0>, c=0" ];
    16 ->  36 [label = "a=1, p=<0, 0>, c=0" ];
    16 ->  34 [label = "a=1, p=<0, 0>, c=0" ];
    16 ->  37 [label = "a=1, p=<0, 0>, c=0" ];
    16 ->  40 [label = "a=1, p=<0, 0>, c=0" ];
    16 ->  41 [label = "a=1, p=<0, 0>, c=0" ];
    16 ->  43 [label = "a=1, p=<0, 0>, c=0" ];
    18 ->  27 [label = "a=1, p=<0, 0>, c=0" ];
    18 ->  30 [label = "a=1, p=<0, 0>, c=0" ];
    18 ->  33 [label = "a=1, p=<0, 0>, c=0" ];
    18 ->  36 [label = "a=1, p=<0, 0>, c=0" ];
    18 ->  37 [label = "a=1, p=<0, 0>, c=0" ];
    20 ->  31 [label = "a=1, p=<0, 0>, c=0" ];
    20 ->  36 [label = "a=1, p=<0, 0>, c=0" ];
    20 ->  28 [label = "a=1, p=<0, 0>, c=0" ];
    20 ->  38 [label = "a=1, p=<0, 0>, c=0" ];
    20 ->  41 [label = "a=1, p=<0, 0>, c=0" ];
    21 ->  33 [label = "a=1, p=<0, 0>, c=0" ];
    21 ->  36 [label = "a=1, p=<0, 0>, c=0" ];
    21 ->  37 [label = "a=1, p=<0, 0>, c=0" ];
    21 ->  38 [label = "a=1, p=<0, 0>, c=0" ];
    21 ->  39 [label = "a=1, p=<0, 0>, c=0" ];
    22 ->  33 [label = "a=1, p=<0, 0>, c=0" ];
    22 ->  36 [label = "a=1, p=<0, 0>, c=0" ];
    22 ->  34 [label = "a=1, p=<0, 0>, c=0" ];
    23 ->  31 [label = "a=1, p=<0, 0>, c=0" ];
    23 ->  33 [label = "a=1, p=<0, 0>, c=0" ];
    23 ->  40 [label = "a=1, p=<0, 0>, c=0" ];
    24 ->  30 [label = "a=1, p=<0, 0>, c=0" ];
    24 ->  32 [label = "a=1, p=<0, 0>, c=0" ];
    24 ->  44 [label = "a=1, p=<0, 0>, c=0" ];
    26 ->  30 [label = "a=1, p=<0, 0>, c=0" ];
    26 ->  34 [label = "a=1, p=<0, 0>, c=0" ];
    28 ->  31 [label = "a=1, p=<0, 0>, c=0" ];
    29 ->  36 [label = "a=1, p=<0, 0>, c=0" ];
    29 ->  38 [label = "a=1, p=<0, 0>, c=0" ];
}
*/
